,Month,DayofMonth,DayOfWeek,DepTime,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min,partition,UC_Origin,UC_Dest,predict_proba,predict
15953,6,10,5,2121,18,25,138,326,1.0,train,1444,1480,0.41370016,0
15954,3,13,1,734,16,223,213,130,1.0,train,1368,1365,0.09934601,0
15955,5,31,2,1405,20,218,112,279,1.0,train,1655,1640,0.15219381,0
15958,11,2,4,1815,15,98,74,569,1.0,train,1177,1170,0.24111749,0
15963,8,3,4,1128,16,178,267,919,1.0,train,1345,1398,0.14203638,0
15965,8,18,5,2155,19,64,221,448,1.0,train,1542,1594,0.4306617,0
15971,3,27,7,2000,19,80,38,399,1.0,train,1544,1542,0.31359676,0
15978,5,19,4,1633,1,213,259,1846,1.0,train,176,194,0.38503203,0
15989,10,19,4,2110,15,74,210,614,1.0,train,1167,1222,0.2856833,0
16001,11,26,7,1952,10,38,220,464,1.0,train,772,814,0.3166,0
16007,12,16,5,1259,18,226,213,412,1.0,train,1503,1505,0.32934833,0
16009,6,22,4,1557,1,82,213,802,1.0,train,135,177,0.34115788,0
16011,9,13,3,2059,18,81,218,992,1.0,train,1459,1507,0.27511236,0
16012,4,24,7,1405,8,267,218,630,1.0,train,702,682,0.1910253,0
16016,1,16,7,2214,7,19,122,153,1.0,train,443,475,0.4223029,0
16020,8,14,1,1244,13,169,213,552,1.0,train,957,982,0.20270008,0
16021,10,16,1,1519,13,82,71,354,1.0,train,924,922,0.19409004,0
16022,10,17,1,1820,20,132,159,1235,1.0,train,1631,1649,0.30303365,0
16028,9,26,1,1730,20,269,258,605,1.0,train,1670,1676,0.26375663,0
16031,9,23,6,1623,20,207,161,337,1.0,train,1649,1650,0.27454743,0
16033,12,12,1,1125,7,74,286,773,1.0,train,461,548,0.13764596,0
16041,4,20,3,1614,20,62,182,307,1.0,train,1622,1656,0.17024451,0
16047,1,21,5,2223,19,221,282,228,0.0,train,1584,1618,0.5785359,1
16052,2,23,4,751,10,180,221,861,1.0,train,798,815,0.06476371,0
16054,7,14,4,1213,8,78,19,432,1.0,train,594,561,0.32745636,0
16058,2,22,3,1709,1,82,81,641,1.0,train,135,135,0.19842425,0
16065,7,15,6,1744,20,286,178,1048,1.0,train,1673,1654,0.28929073,0
16066,12,18,1,1147,13,213,169,552,1.0,train,978,961,0.29015726,0
16072,2,20,1,1824,13,296,213,475,1.0,train,1012,982,0.32087037,0
16074,7,15,5,2100,20,77,250,248,1.0,train,1625,1674,0.4502566,0
16080,9,21,3,630,15,72,74,173,1.0,train,1166,1170,0.034941472,0
16081,4,3,1,1221,5,259,62,2161,1.0,train,383,327,0.2300586,0
16090,12,19,1,1750,14,201,276,449,1.0,train,1093,1132,0.2686203,0
16091,10,14,5,2018,20,88,276,440,1.0,train,1627,1682,0.4823666,0
16093,4,7,5,1112,13,140,213,588,1.0,train,945,982,0.19983311,0
16096,6,7,3,2122,14,88,188,609,1.0,train,1046,1089,0.35599452,0
16099,9,11,1,1912,18,213,106,1182,1.0,train,1498,1472,0.33667085,0
16115,2,24,4,1521,7,19,51,191,1.0,train,443,452,0.18267746,0
16136,9,29,5,1017,18,213,82,802,1.0,train,1498,1467,0.13931488,0
16151,6,26,7,1655,7,74,154,589,1.0,train,461,488,0.21470436,0
16162,5,30,2,622,1,213,82,802,1.0,train,176,136,0.034724697,0
16165,4,6,4,1332,21,98,245,246,1.0,train,1720,1801,0.3171374,0
16166,7,5,3,1151,13,49,38,370,1.0,train,907,908,0.15156275,0
16182,11,13,1,1815,14,153,88,814,1.0,train,1071,1049,0.23688115,0
16188,10,6,5,1932,1,49,82,1217,1.0,train,127,136,0.33458018,0
16190,5,10,2,1645,20,49,132,1246,1.0,train,1621,1641,0.19107647,0
16198,7,20,4,1950,19,180,221,861,1.0,train,1567,1594,0.43516597,0
16199,8,28,1,1110,15,36,154,766,1.0,train,1149,1202,0.15783249,0
16200,6,18,7,803,1,154,259,2586,1.0,train,155,194,0.078203075,0
16220,7,19,2,1405,20,243,222,601,1.0,train,1661,1667,0.28982952,0
16223,7,5,2,1806,20,249,159,258,1.0,train,1663,1649,0.34556,0
16235,11,27,1,1252,22,226,213,412,1.0,train,1911,1918,0.44998693,0
16252,10,6,5,1411,3,207,258,671,1.0,train,245,258,0.24158439,0
16258,12,15,5,1638,15,74,82,812,1.0,train,1167,1175,0.31562382,0
16263,7,5,3,1921,21,64,139,913,1.0,train,1703,1747,0.42691126,0
16266,2,22,2,1304,17,159,144,1591,1.0,train,1424,1428,0.20411378,0
16277,9,22,5,1337,20,178,182,405,1.0,train,1644,1656,0.29943112,0
16282,2,17,5,1139,18,81,161,862,1.0,train,1459,1489,0.18518466,0
16285,11,12,7,2015,15,154,19,760,1.0,train,1199,1142,0.48461902,0
16286,2,21,2,2138,18,161,269,373,1.0,train,1482,1525,0.38718352,0
16293,3,12,6,2028,1,213,291,1437,1.0,train,176,205,0.42778426,0
16298,2,23,3,1436,19,64,80,331,1.0,train,1542,1551,0.11493622,0
16304,9,13,2,1520,14,87,201,232,1.0,train,1045,1095,0.14127123,0
16321,11,20,1,1734,4,46,154,267,1.0,train,271,284,0.25903973,0
16324,9,14,3,1548,14,201,38,1124,1.0,train,1093,1032,0.23274775,0
16340,4,7,5,1845,20,249,207,446,1.0,train,1663,1659,0.4878138,0
16344,7,20,4,1943,5,98,286,998,1.0,train,336,389,0.49915528,0
16356,6,3,6,1321,1,259,161,337,1.0,train,193,159,0.15215048,0
16371,12,9,5,1908,18,213,226,412,1.0,train,1498,1510,0.3880416,0
16372,5,7,7,1445,8,19,182,590,1.0,train,558,658,0.17719012,0
16398,7,28,5,1802,18,81,112,836,1.0,train,1459,1474,0.3352082,0
16402,5,21,7,1237,20,269,159,397,1.0,train,1670,1649,0.1490166,0
16406,7,28,5,1554,13,213,24,122,1.0,train,978,902,0.4486649,0
16409,9,23,6,2057,16,81,50,525,1.0,train,1300,1285,0.29022643,0
16413,9,13,2,1649,7,284,19,223,1.0,train,545,440,0.2689942,0
16416,12,20,2,1439,19,251,64,213,1.0,train,1597,1549,0.29183376,0
16418,3,10,4,820,4,154,180,944,1.0,train,283,288,0.090307765,0
16421,4,21,5,2040,20,132,176,441,1.0,train,1631,1653,0.47405565,0
16433,6,23,4,1825,20,218,37,344,0.0,train,1655,1628,0.5398543,1
16437,10,19,4,1718,13,138,213,589,1.0,train,943,982,0.29923934,0
16446,9,4,1,2344,3,16,100,261,0.0,train,220,233,0.51425356,1
16448,6,14,2,1905,7,36,19,214,1.0,train,447,440,0.34986928,0
16450,10,22,6,1503,14,201,196,449,1.0,train,1093,1092,0.22626494,0
16452,3,30,3,924,12,161,138,2288,1.0,train,864,865,0.11705075,0
16457,6,22,4,1801,16,69,161,833,1.0,train,1294,1341,0.3505303,0
16459,1,25,3,2057,4,154,21,1522,1.0,train,283,268,0.3283093,0
16489,3,8,3,2111,21,213,62,316,1.0,train,1774,1712,0.41039807,0
16490,6,17,6,1143,22,178,138,926,1.0,train,1887,1879,0.2963658,0
16493,8,11,4,2005,20,182,286,997,0.0,train,1646,1683,0.60133487,1
16497,12,10,7,1525,20,269,218,479,1.0,train,1670,1665,0.19784363,0
16500,10,11,3,1744,10,132,19,696,1.0,train,788,776,0.31992263,0
16502,6,18,7,1805,20,182,178,405,1.0,train,1646,1654,0.44436967,0
16506,4,8,6,2124,10,19,38,946,1.0,train,770,778,0.39463556,0
16510,8,16,2,1822,20,132,134,276,1.0,train,1631,1642,0.33089727,0
16520,10,11,3,1650,13,213,19,606,1.0,train,978,900,0.34380063,0
16523,7,6,3,1320,20,106,286,197,1.0,train,1629,1683,0.18905522,0
16524,3,16,4,1916,14,154,201,1028,1.0,train,1072,1095,0.33288857,0
16548,12,19,2,1620,10,38,106,1237,1.0,train,772,791,0.3191411,0
16551,10,27,5,1909,5,139,30,562,1.0,train,344,320,0.239141,0
16555,9,27,3,706,14,88,80,405,1.0,train,1046,1044,0.044936594,0
16565,2,24,4,1956,16,267,2,493,1.0,train,1394,1261,0.24209863,0
16566,4,17,1,1720,1,81,161,862,1.0,train,134,159,0.1498893,0
16568,1,15,6,1203,19,221,19,665,1.0,train,1584,1536,0.14497648,0
16573,6,26,1,1917,21,62,214,435,1.0,train,1701,1788,0.42219403,0
16578,2,3,4,1300,19,144,221,587,1.0,train,1558,1594,0.13854048,0
16579,12,29,5,1400,3,218,81,992,1.0,train,250,229,0.3938698,0
16583,8,22,2,1146,16,291,267,601,1.0,train,1404,1398,0.121375665,0
16584,10,24,2,1508,18,81,161,862,1.0,train,1459,1489,0.17719586,0
16586,3,28,1,1030,1,213,19,606,1.0,train,176,120,0.18785566,0
16587,2,24,4,2200,20,276,132,687,0.0,train,1672,1641,0.81104904,1
16595,12,2,5,1715,20,132,159,1235,1.0,train,1631,1649,0.3048487,0
16603,3,27,7,2400,12,159,19,1747,1.0,train,863,848,0.42732793,0
16609,5,26,5,1722,16,61,161,86,1.0,train,1288,1341,0.17580187,0
16612,3,6,1,1018,7,19,267,1589,1.0,train,443,539,0.1694332,0
16615,4,8,6,905,13,249,161,109,1.0,train,991,956,0.07669893,0
16616,1,7,5,900,16,267,249,626,1.0,train,1394,1385,0.121048585,0
16621,4,9,6,1337,13,210,213,416,1.0,train,977,982,0.17025784,0
16624,12,12,2,2033,16,213,60,196,1.0,train,1362,1291,0.3583952,0
16631,5,24,3,1408,13,153,213,865,1.0,train,948,982,0.2159712,0
16639,2,3,4,2034,7,19,275,445,1.0,train,443,542,0.2116528,0
16640,1,13,4,1255,7,248,154,1074,1.0,train,528,488,0.17197122,0
16642,4,30,6,1224,8,220,19,508,1.0,train,678,561,0.2965111,0
16660,12,27,2,1734,7,49,267,1864,1.0,train,453,539,0.24968396,0
16672,6,30,5,2004,18,81,271,846,1.0,train,1459,1526,0.4063658,0
16674,3,21,2,1400,10,19,202,425,1.0,train,770,811,0.2004299,0
16679,6,26,1,1357,16,81,170,423,1.0,train,1300,1345,0.24979031,0
16702,12,16,5,1051,13,38,239,612,1.0,train,904,990,0.34998727,0
16708,12,14,3,1330,13,213,247,268,1.0,train,978,994,0.23655027,0
16711,8,16,2,1707,4,106,154,1069,1.0,train,278,284,0.26488495,0
16715,7,3,7,1528,1,213,202,837,1.0,train,176,170,0.26609746,0
16716,11,29,3,1117,10,19,161,1946,1.0,train,770,801,0.29346502,0
16722,12,29,4,1124,18,213,88,235,1.0,train,1498,1469,0.34396288,0
16729,8,22,2,1927,14,88,118,288,1.0,train,1046,1060,0.23269956,0
16730,8,27,6,1738,6,138,88,383,1.0,train,413,405,0.18729447,0
16739,10,29,7,1041,5,180,98,938,1.0,train,353,336,0.0904057,0
16740,7,9,6,1826,3,123,155,41,1.0,train,234,238,0.28933534,0
16744,10,30,1,2122,18,213,245,528,1.0,train,1498,1516,0.42729318,0
16746,6,11,7,1719,3,155,232,123,1.0,train,237,253,0.28571862,0
16747,3,26,7,1107,16,81,93,563,1.0,train,1300,1310,0.112739585,0
16751,9,21,3,1535,8,31,267,387,1.0,train,568,709,0.20989579,0
16762,2,12,6,2003,1,159,82,1055,1.0,train,157,136,0.37056148,0
16766,12,11,7,1337,20,180,222,1848,1.0,train,1645,1667,0.17715761,0
16771,4,13,4,2125,5,180,98,938,1.0,train,353,336,0.45815364,0
16786,4,18,1,1741,13,213,62,316,1.0,train,978,916,0.20354442,0
16791,1,10,1,2236,7,19,161,1946,1.0,train,443,491,0.38624135,0
16796,7,13,4,1730,17,159,131,2762,1.0,train,1424,1426,0.14181936,0
16799,12,26,1,1655,5,159,98,2227,1.0,train,348,336,0.36659727,0
16815,6,21,2,1620,14,201,19,906,1.0,train,1093,1023,0.3719719,0
16817,4,4,1,1732,15,214,154,289,1.0,train,1221,1202,0.21805325,0
16819,5,11,3,903,13,213,181,594,1.0,train,978,967,0.13078818,0
16821,8,9,2,1958,7,19,202,425,1.0,train,443,505,0.32268623,0
16822,11,29,3,1521,14,222,201,1276,1.0,train,1105,1095,0.27321392,0
16823,1,26,3,2040,20,159,182,1521,1.0,train,1639,1656,0.3635432,0
16832,1,17,2,1749,14,248,201,1416,1.0,train,1116,1095,0.21675472,0
16840,1,11,3,1602,16,259,55,304,1.0,train,1389,1288,0.22643334,0
16841,4,14,5,1955,20,49,13,288,1.0,train,1621,1622,0.26968277,0
16846,7,27,4,920,3,264,258,697,1.0,train,260,258,0.2494418,0
16866,4,10,1,1500,20,182,210,423,1.0,train,1646,1661,0.19836608,0
16871,2,8,3,1118,20,221,234,238,1.0,train,1656,1669,0.118475,0
16872,10,23,7,1355,21,257,139,788,1.0,train,1795,1747,0.26484334,0
16874,6,24,5,1945,21,239,98,416,0.0,train,1786,1731,0.6686969,1
16896,5,14,7,1459,13,82,295,103,1.0,train,924,1015,0.09022369,0
16897,12,26,1,1804,3,112,258,224,1.0,train,233,258,0.3469393,0
16903,9,16,6,1041,20,212,159,197,1.0,train,1652,1649,0.10727962,0
16909,8,18,4,1800,13,111,213,157,1.0,train,932,982,0.37051517,0
16912,10,27,4,2135,10,19,184,332,1.0,train,770,806,0.4903945,0
16921,4,26,3,1755,16,252,259,262,1.0,train,1384,1393,0.22475971,0
16933,3,10,4,2302,1,161,98,2454,1.0,train,158,140,0.27625313,0
16938,8,29,2,2104,5,98,159,2227,1.0,train,336,347,0.43061423,0
16948,3,16,4,910,20,77,209,181,1.0,train,1625,1660,0.08854926,0
16952,9,12,1,1838,10,19,38,946,1.0,train,770,778,0.33047312,0
16954,7,8,6,1740,22,138,226,183,1.0,train,1868,1923,0.19017905,0
16963,7,20,4,1225,18,159,259,414,1.0,train,1481,1521,0.20701183,0
16967,9,25,7,1720,20,212,222,325,1.0,train,1652,1667,0.22500004,0
16983,12,1,5,1351,20,77,132,239,1.0,train,1625,1641,0.25690365,0
16994,1,17,1,1616,15,74,181,429,1.0,train,1167,1209,0.17909838,0
16996,10,26,4,2122,21,98,88,487,1.0,train,1720,1727,0.45204622,0
16998,4,11,1,1520,20,222,267,507,1.0,train,1657,1679,0.21774426,0
17019,7,4,2,1525,8,72,19,363,1.0,train,590,561,0.36671832,0
17034,11,17,5,723,3,218,259,550,1.0,train,250,259,0.11117232,0
17036,1,1,6,1317,20,21,132,148,1.0,train,1614,1641,0.21999986,0
17037,7,22,6,1859,7,229,19,272,1.0,train,519,440,0.46703708,0
17042,2,3,5,1632,5,213,98,719,1.0,train,368,336,0.34955153,0
17060,1,3,1,1629,16,289,81,541,1.0,train,1403,1304,0.36166173,0
17069,11,10,4,1553,15,74,245,461,1.0,train,1167,1236,0.19337347,0
17078,4,11,1,1607,16,81,70,230,1.0,train,1300,1299,0.13391837,0
17079,3,22,2,1200,7,19,82,732,1.0,train,443,463,0.1272588,0
17083,12,24,6,1334,20,249,269,480,1.0,train,1663,1680,0.36884707,0
17086,7,28,5,1625,20,222,221,2075,1.0,train,1657,1666,0.46564707,0
17102,7,21,4,2005,20,180,202,550,0.0,train,1645,1658,0.6216543,1
17103,7,14,5,1804,1,38,82,1562,1.0,train,124,136,0.35463366,0
17113,11,28,1,1918,19,106,64,631,1.0,train,1551,1549,0.39180887,0
17125,12,18,7,1908,14,166,201,1020,1.0,train,1078,1095,0.37218302,0
17127,6,3,5,1646,10,239,19,356,1.0,train,814,776,0.4199927,0
17130,2,21,1,1802,7,229,19,272,1.0,train,519,440,0.3097858,0
17140,5,15,7,1337,16,69,213,911,1.0,train,1294,1365,0.17351238,0
17164,3,16,4,1804,1,82,286,929,1.0,train,135,203,0.24754176,0
17166,1,5,3,1944,1,239,82,1062,1.0,train,185,136,0.34869933,0
17172,2,28,1,1310,6,286,296,547,1.0,train,438,436,0.19766125,0
17175,1,4,2,1530,18,180,81,1545,1.0,train,1486,1466,0.3428754,0
17176,6,2,5,1610,19,38,226,496,1.0,train,1535,1596,0.2591166,0
17178,4,30,6,1702,1,80,82,1192,1.0,train,133,136,0.2007106,0
17181,1,31,2,1930,20,249,264,417,1.0,train,1663,1678,0.14436558,0
17185,4,5,3,1147,5,98,189,1086,1.0,train,336,356,0.18055293,0
17189,12,15,5,1124,14,88,222,1671,1.0,train,1046,1107,0.39195022,0
17199,7,31,1,1300,8,64,19,227,1.0,train,587,561,0.4967145,0
17201,9,14,4,1318,3,100,16,261,1.0,train,232,221,0.25833923,0
17211,11,12,6,1815,8,267,159,368,1.0,train,702,645,0.19720787,0
17213,7,23,7,1738,21,210,139,781,1.0,train,1772,1747,0.2734499,0
17214,4,17,1,1852,1,250,82,247,1.0,train,190,136,0.18697,0
17216,5,23,1,2016,18,140,81,419,1.0,train,1475,1466,0.20746815,0
17226,1,8,7,1314,1,161,81,862,1.0,train,158,135,0.18548144,0
17243,6,29,3,1943,12,98,222,2133,1.0,train,856,883,0.4792983,0
17253,10,28,5,1910,21,98,214,284,1.0,train,1720,1788,0.42349416,0
17260,2,13,7,1400,8,22,19,164,1.0,train,561,561,0.20286773,0
17263,7,27,3,1519,14,184,88,610,1.0,train,1086,1049,0.261225,0
17266,6,28,3,1129,20,207,37,511,1.0,train,1649,1628,0.24244033,0
17267,2,21,1,930,20,212,159,197,1.0,train,1652,1649,0.13888745,0
17270,1,8,6,1715,20,207,48,325,1.0,train,1649,1630,0.24968866,0
17272,2,16,3,1330,7,80,19,547,1.0,train,464,440,0.1530175,0
17273,1,3,1,1422,16,120,213,137,1.0,train,1319,1365,0.44796324,0
17276,12,19,1,2200,20,222,249,304,0.0,train,1657,1673,0.5743149,1
17279,12,20,3,1919,5,139,19,689,1.0,train,344,317,0.40361226,0
17283,8,7,7,1705,8,19,51,191,1.0,train,558,584,0.36363006,0
17289,6,22,3,1937,21,62,80,310,1.0,train,1701,1723,0.33901688,0
17290,5,18,4,1835,20,221,239,336,1.0,train,1656,1670,0.45924658,0
17297,8,14,1,2001,10,220,19,508,0.0,train,808,776,0.50656325,1
17304,10,14,6,1652,16,161,102,209,1.0,train,1338,1314,0.19786723,0
17308,11,26,7,806,19,221,159,2176,1.0,train,1584,1572,0.08327359,0
17313,2,16,4,1238,9,81,159,629,1.0,train,733,748,0.16381721,0
17320,12,19,2,1925,22,222,93,347,1.0,train,1910,1863,0.41157436,0
17322,2,19,7,1756,16,267,303,1004,1.0,train,1394,1417,0.29099682,0
17345,4,21,5,1930,20,286,49,842,1.0,train,1673,1631,0.3958598,0
17352,10,29,7,1901,7,19,49,576,1.0,train,443,450,0.1992534,0
17391,1,19,3,1746,14,201,161,1536,1.0,train,1093,1078,0.24161467,0
17392,9,20,3,1700,15,154,74,589,1.0,train,1199,1170,0.19742495,0
17399,10,14,5,1610,1,271,264,342,1.0,train,198,195,0.24659716,0
17422,7,11,2,1108,10,182,201,349,1.0,train,799,810,0.11333537,0
17429,8,7,7,2110,15,56,74,278,1.0,train,1157,1170,0.29435688,0
17433,3,12,7,2010,8,19,116,300,1.0,train,558,617,0.3116159,0
17437,8,10,4,1631,20,159,207,407,1.0,train,1639,1659,0.32114023,0
17454,5,5,5,1654,20,269,159,397,1.0,train,1670,1649,0.31272483,0
17461,7,29,5,1747,7,251,19,215,1.0,train,531,440,0.46252394,0
17462,6,27,2,2255,18,131,81,3365,1.0,train,1472,1466,0.16103695,0
17463,5,31,3,834,18,201,213,334,1.0,train,1491,1505,0.08306763,0
17468,7,14,5,1932,20,182,47,468,0.0,train,1646,1629,0.57413244,1
17482,3,26,6,1812,1,213,161,1745,1.0,train,176,159,0.3496576,0
17487,10,19,4,2100,20,161,291,451,1.0,train,1640,1685,0.4887409,0
17489,2,23,3,1830,20,49,106,925,1.0,train,1621,1639,0.28606316,0
17490,9,15,5,1322,20,188,221,290,1.0,train,1647,1666,0.31433365,0
17503,12,23,6,837,5,271,139,1347,1.0,train,388,343,0.119087294,0
17504,11,23,3,1754,12,65,222,1671,1.0,train,850,883,0.13824326,0
17508,6,7,2,1811,18,139,81,861,1.0,train,1474,1466,0.2711718,0
17513,7,21,5,2205,14,201,196,449,0.0,train,1093,1092,0.52608526,1
17515,12,17,6,1932,1,82,202,448,1.0,train,135,170,0.42755112,0
17518,5,6,5,1922,20,218,264,569,1.0,train,1655,1678,0.4970687,0
17521,11,16,4,1011,18,213,221,678,1.0,train,1498,1508,0.20662743,0
17524,8,24,4,1611,5,139,250,191,1.0,train,344,378,0.20330054,0
17530,10,13,5,831,14,201,88,528,1.0,train,1093,1049,0.10031027,0
17532,8,15,1,1115,21,185,139,316,1.0,train,1757,1747,0.14005172,0
17536,4,17,1,2154,16,161,216,49,1.0,train,1338,1367,0.29858235,0
17538,11,3,5,854,20,269,222,647,1.0,train,1670,1667,0.088863716,0
17546,10,5,3,1240,20,161,159,236,1.0,train,1640,1649,0.1368541,0
17555,3,28,2,837,13,87,213,299,1.0,train,925,982,0.11622291,0
17562,6,16,5,2031,20,13,49,288,1.0,train,1612,1631,0.43305126,0
17567,11,19,6,1512,18,213,276,258,1.0,train,1498,1527,0.18802738,0
17570,10,30,1,846,13,239,166,431,1.0,train,986,960,0.10915994,0
17571,12,5,1,1340,16,213,282,607,1.0,train,1362,1406,0.22033729,0
17573,5,23,1,1032,1,82,269,1431,1.0,train,135,198,0.16005614,0
17591,11,21,2,1527,20,93,250,496,1.0,train,1628,1674,0.27023917,0
17592,3,16,4,2123,16,81,233,776,1.0,train,1300,1376,0.4614283,0
17593,11,3,5,2245,3,258,16,1449,1.0,train,257,221,0.43536538,0
17612,9,5,2,2202,14,201,138,908,1.0,train,1093,1068,0.44702023,0
17615,2,16,3,2205,8,19,103,331,1.0,train,558,609,0.4144477,0
17620,7,17,1,1140,18,47,213,473,1.0,train,1449,1505,0.21694958,0
17621,5,21,6,1820,20,289,276,351,1.0,train,1674,1682,0.28423962,0
17622,12,23,6,1340,20,202,77,437,1.0,train,1648,1635,0.42506644,0
17624,4,7,5,1359,5,98,213,719,1.0,train,336,366,0.30478433,0
17631,2,26,6,755,16,21,259,1504,1.0,train,1264,1393,0.119862214,0
17635,12,23,5,1649,21,282,98,194,0.0,train,1804,1731,0.6113024,1
17640,4,2,7,1552,1,82,21,190,1.0,train,135,121,0.34769678,0
17644,11,24,4,1038,20,221,106,992,1.0,train,1656,1639,0.13387044,0
17659,3,23,4,1401,14,276,201,449,1.0,train,1130,1095,0.21895616,0
17666,5,5,5,749,14,88,166,501,1.0,train,1046,1080,0.0786125,0
17667,12,28,3,2025,20,234,221,238,0.0,train,1659,1666,0.55928713,1
17674,7,4,1,1815,20,180,202,550,1.0,train,1645,1658,0.37252992,0
17683,7,5,2,1359,1,218,213,1739,1.0,train,179,177,0.31900606,0
17688,9,26,1,1221,5,159,98,2227,1.0,train,348,336,0.23566514,0
17692,10,27,5,647,5,30,139,562,1.0,train,319,343,0.04806432,0
17698,11,28,2,1120,4,154,180,944,1.0,train,283,288,0.1701382,0
17700,7,9,6,1923,14,88,19,594,1.0,train,1046,1023,0.4443743,0
17707,5,26,5,1927,3,258,161,954,1.0,train,257,241,0.4701633,0
17711,12,4,1,1618,13,296,82,772,1.0,train,1012,928,0.19202016,0
17712,4,21,4,1333,13,296,82,772,1.0,train,1012,928,0.2058696,0
17715,1,3,1,2001,15,74,244,282,1.0,train,1167,1235,0.43981802,0
17716,7,26,3,1906,21,138,98,213,0.0,train,1733,1731,0.5134539,1
17718,7,23,7,2021,21,139,163,127,1.0,train,1734,1757,0.3153612,0
17731,10,6,5,2016,1,38,213,867,0.0,train,124,177,0.57281,1
17740,7,8,5,1901,18,213,64,599,1.0,train,1498,1460,0.44936553,0
17742,2,20,1,654,19,98,64,529,1.0,train,1549,1549,0.04321397,0
17762,6,3,5,1924,18,213,159,1515,1.0,train,1498,1488,0.4640986,0
17776,2,18,5,1118,16,198,259,77,1.0,train,1352,1393,0.33515736,0
17780,6,18,7,1916,4,154,38,187,1.0,train,283,270,0.38985524,0
17788,11,11,6,1733,1,98,213,719,1.0,train,139,177,0.30300376,0
17790,8,3,4,724,16,252,267,615,1.0,train,1384,1398,0.05795766,0
17806,7,29,6,1310,15,202,166,1183,1.0,train,1216,1205,0.23893543,0
17811,7,16,6,934,8,19,205,317,1.0,train,558,674,0.25928837,0
17813,5,23,1,1426,7,38,19,946,1.0,train,449,440,0.22360307,0
17822,11,15,3,2012,3,258,161,954,1.0,train,257,241,0.37265995,0
17823,6,5,7,1805,13,303,82,281,1.0,train,1014,928,0.2040983,0
17834,3,5,7,2145,22,102,159,258,1.0,train,1854,1890,0.38758457,0
17836,11,16,4,1025,18,81,259,967,1.0,train,1459,1521,0.17603765,0
17845,8,5,6,929,7,19,239,356,1.0,train,443,526,0.12960386,0
17846,8,2,2,1614,19,221,188,290,1.0,train,1584,1580,0.18450198,0
17848,4,2,7,1826,4,180,38,1121,1.0,train,287,270,0.3922059,0
17852,7,25,2,1954,1,213,291,1437,1.0,train,176,205,0.42621887,0
17863,7,27,3,1330,18,213,74,264,1.0,train,1498,1463,0.2181911,0
17867,12,9,5,1207,1,80,213,612,1.0,train,133,177,0.33150858,0
17870,8,3,4,1613,19,159,221,2176,1.0,train,1562,1594,0.26247644,0
17872,10,23,1,1400,19,249,222,304,1.0,train,1595,1595,0.16576025,0
17879,12,16,5,1709,5,98,38,200,1.0,train,336,321,0.3566483,0
17882,4,7,4,1723,20,222,212,325,1.0,train,1657,1662,0.33439454,0
17883,7,22,6,2030,20,47,49,281,1.0,train,1619,1631,0.3976519,0
17889,9,19,1,919,7,266,180,1189,1.0,train,536,496,0.12001155,0
17896,2,16,3,1543,15,74,244,282,1.0,train,1167,1235,0.13863723,0
17902,6,14,2,1749,3,218,271,859,1.0,train,250,263,0.29123673,0
17903,7,5,2,1228,21,74,98,569,1.0,train,1708,1731,0.20890602,0
17905,11,28,2,1940,18,159,259,414,1.0,train,1481,1521,0.3006919,0
17912,7,5,3,1120,15,154,47,301,1.0,train,1199,1156,0.14459832,0
17915,4,28,4,1605,20,222,234,2277,1.0,train,1657,1669,0.35650438,0
17920,12,20,2,945,20,2,77,580,1.0,train,1611,1635,0.18362677,0
17937,7,23,7,1820,21,98,226,319,1.0,train,1720,1793,0.42259634,0
17939,1,23,1,1738,18,106,81,1703,1.0,train,1465,1466,0.2635727,0
17942,2,28,1,2130,20,178,222,1044,0.0,train,1644,1667,0.68970025,1
17953,10,26,3,2034,13,80,166,214,1.0,train,923,960,0.29748377,0
17963,4,16,6,625,20,161,159,236,1.0,train,1640,1649,0.01516545,0
17967,10,6,5,715,22,86,81,251,1.0,train,1847,1857,0.1676699,0
17995,7,22,6,1615,13,82,132,247,1.0,train,924,944,0.2781288,0
17998,6,29,4,1303,19,180,226,834,1.0,train,1567,1596,0.23551159,0
18001,4,8,6,1420,15,275,38,1220,1.0,train,1243,1153,0.18432763,0
18003,8,2,3,1540,8,19,120,640,1.0,train,558,621,0.35047662,0
18015,5,16,1,1214,16,249,161,109,1.0,train,1381,1341,0.09910216,0
18016,12,22,5,2144,18,161,218,834,0.0,train,1482,1507,0.63478744,1
18026,3,17,5,1843,1,154,82,1391,1.0,train,155,136,0.34520105,0
18028,7,4,2,1732,5,139,259,1635,1.0,train,344,381,0.22197525,0
18030,8,26,6,1619,13,154,213,740,1.0,train,949,982,0.29720622,0
18031,4,25,2,1618,20,134,132,276,1.0,train,1632,1641,0.20760913,0
18035,2,22,3,1706,10,19,38,946,1.0,train,770,778,0.3327224,0
18037,5,5,4,1158,20,106,202,673,1.0,train,1629,1658,0.1765169,0
